Acceleration,Sprint Speed,Agility,Balance,Jumping,Stamina,Strength,Position,Preferred foot,Height,Weight,Alternative positions,Age
69,75,69,65,84,73,78,CB,Right,"182cm / 6'0""",82kg / 181lb,,24
77,78,74,55,84,78,82,CB,Left,"188cm / 6'2""",82kg / 181lb,LB,26
75,73,75,69,78,75,74,RB,Right,"183cm / 6'0""",79kg / 174lb,"RM, LB",27
79,78,74,68,88,80,77,CB,Left,"184cm / 6'0""",77kg / 170lb,LB,22
90,87,90,88,75,91,73,LB,Right,"174cm / 5'9""",73kg / 161lb,RB,24
81,78,81,82,68,82,57,CAM,Right,"184cm / 6'0""",72kg / 159lb,CM,28
72,75,68,59,89,65,86,CB,Left,"189cm / 6'2""",80kg / 176lb,,29
75,69,78,80,66,88,73,CM,Right,"175cm / 5'9""",69kg / 152lb,"CAM, CDM",23
72,80,67,68,85,79,78,CB,Right,"183cm / 6'0""",77kg / 170lb,RB,26
74,84,62,56,81,76,82,CB,Right,"191cm / 6'3""",82kg / 181lb,RB,23
73,70,83,84,75,82,69,ST,Right,"177cm / 5'10""",73kg / 161lb,"CAM, CM",33
89,79,86,83,69,74,58,RW,Left,"173cm / 5'8""",64kg / 141lb,"ST, RM",23
78,84,75,68,94,79,87,CM,Right,"191cm / 6'3""",88kg / 194lb,CAM,28
39,35,36,25,62,32,61,GK,Right,"191cm / 6'3""",83kg / 183lb,,25
70,72,66,60,86,69,82,CB,Left,"182cm / 6'0""",76kg / 168lb,,33
83,73,86,74,78,76,68,RB,Right,"183cm / 6'0""",65kg / 143lb,LB,26
72,70,76,56,80,71,73,CM,Left,"187cm / 6'2""",76kg / 168lb,"RM, CAM",27
41,48,46,48,66,29,65,GK,Left,"192cm / 6'4""",82kg / 181lb,,27
48,62,69,62,80,58,80,ST,Left,"186cm / 6'1""",80kg / 176lb,,30
89,79,89,79,73,75,62,LM,Right,"178cm / 5'10""",71kg / 157lb,LW,27
30,42,55,62,62,40,68,GK,Right,"190cm / 6'3""",74kg / 163lb,,38
81,78,83,76,78,74,72,RM,Left,"183cm / 6'0""",83kg / 183lb,RW,27
51,53,42,54,73,33,73,GK,Right,"185cm / 6'1""",88kg / 194lb,,31
54,64,58,58,87,81,81,CB,Right,"183cm / 6'0""",78kg / 172lb,,36
87,82,86,81,65,72,64,RM,Left,"169cm / 5'7""",71kg / 157lb,"CAM, LM, RW",29
47,50,53,49,64,35,59,GK,Right,"191cm / 6'3""",77kg / 170lb,,26
87,91,79,69,82,68,65,LM,Right,"186cm / 6'1""",70kg / 154lb,"ST, LW",26
86,84,77,77,81,91,75,LB,Left,"180cm / 5'11""",75kg / 165lb,LM,26
57,68,57,53,84,69,82,CB,Right,"187cm / 6'2""",80kg / 176lb,,33
74,70,75,78,68,82,76,CDM,Left,"174cm / 5'9""",76kg / 168lb,CM,26
66,64,66,75,72,77,70,CDM,Right,"185cm / 6'1""",74kg / 163lb,"CB, CM",27
65,55,74,64,75,90,68,CDM,Right,"185cm / 6'1""",74kg / 163lb,CM,29
52,61,47,56,82,66,87,CB,Right,"188cm / 6'2""",80kg / 176lb,,29
69,79,67,68,89,87,83,ST,Right,"187cm / 6'2""",80kg / 176lb,,27
49,34,51,41,74,43,75,GK,Right,"192cm / 6'4""",85kg / 187lb,,31
88,83,93,92,71,76,65,LM,Right,"172cm / 5'8""",69kg / 152lb,"RM, LW",29
76,87,78,68,74,82,67,CAM,Right,"186cm / 6'1""",74kg / 163lb,CM,23
52,38,62,75,68,72,72,CM,Right,"176cm / 5'9""",72kg / 159lb,"CDM, CAM",27
70,69,69,72,73,83,77,CDM,Right,"182cm / 6'0""",77kg / 170lb,CM,23
67,67,72,87,81,74,80,ST,Right,"179cm / 5'10""",86kg / 190lb,CAM,28
40,42,38,35,63,40,65,GK,Right,"192cm / 6'4""",82kg / 181lb,,27
81,81,81,82,70,92,56,RB,Right,"173cm / 5'8""",70kg / 154lb,,33
68,45,72,70,61,84,68,CM,Right,"185cm / 6'1""",75kg / 165lb,"CDM, CAM",25
76,82,64,73,86,77,81,CB,Right,"183cm / 6'0""",83kg / 183lb,,25
77,79,75,72,87,70,76,ST,Right,"180cm / 5'11""",66kg / 146lb,,32
84,81,87,74,55,57,45,RW,Left,"180cm / 5'11""",65kg / 143lb,"LW, RM",17
85,86,86,72,74,74,74,LM,Right,"180cm / 5'11""",66kg / 146lb,LW,31
78,78,82,79,66,77,57,CM,Right,"180cm / 5'11""",75kg / 165lb,CDM,30
66,63,72,75,71,79,68,CDM,Right,"181cm / 5'11""",74kg / 163lb,CM,25
84,85,84,88,70,88,77,LM,Right,"173cm / 5'8""",71kg / 157lb,LW,33
59,64,56,45,74,82,87,CDM,Right,"189cm / 6'2""",83kg / 183lb,CM,28
84,81,83,84,76,84,58,LB,Left,"170cm / 5'7""",68kg / 150lb,,35
42,56,51,60,79,72,89,CB,Right,"187cm / 6'2""",91kg / 201lb,,35
49,54,47,50,81,75,87,CB,Right,"192cm / 6'4""",90kg / 198lb,,28
59,62,70,72,82,91,79,CDM,Right,"180cm / 5'11""",76kg / 168lb,CM,34
70,70,69,78,86,71,82,ST,Right,"192cm / 6'4""",83kg / 183lb,,35
63,63,69,64,70,81,74,CDM,Left,"184cm / 6'0""",74kg / 163lb,CM,30
75,76,82,77,79,92,77,RB,Right,"179cm / 5'10""",71kg / 157lb,"LB, LM",28
73,76,71,66,90,73,81,ST,Right,"189cm / 6'2""",77kg / 170lb,,28
69,66,81,84,82,81,73,CAM,Right,"181cm / 5'11""",76kg / 168lb,ST,32
87,88,86,64,77,73,59,LW,Right,"186cm / 6'1""",70kg / 154lb,"RW, LM",22
84,85,78,77,72,74,71,LW,Right,"185cm / 6'1""",72kg / 159lb,LM,26
84,71,82,79,73,74,49,CAM,Right,"180cm / 5'11""",73kg / 161lb,ST,25
38,35,45,45,70,40,80,GK,Right,"191cm / 6'3""",93kg / 205lb,,31
79,81,73,55,85,78,79,CB,Left,"185cm / 6'1""",78kg / 172lb,"LB, CDM",23
70,72,74,77,76,78,76,CDM,Right,"182cm / 6'0""",78kg / 172lb,CM,28
38,34,69,72,72,63,73,CB,Left,"180cm / 5'11""",72kg / 159lb,"LB, CDM",34
83,86,85,71,88,83,81,LW,Right,"180cm / 5'11""",71kg / 157lb,"ST, LM",29
86,84,85,83,69,80,55,RM,Right,"168cm / 5'6""",60kg / 132lb,"RB, RW",22
61,68,57,61,81,70,77,CB,Left,"190cm / 6'3""",86kg / 190lb,,25
80,77,80,81,74,80,62,RB,Right,"177cm / 5'10""",70kg / 154lb,,27
47,43,38,38,60,39,53,GK,Right,"189cm / 6'2""",78kg / 172lb,,22
91,86,85,83,68,67,62,RW,Left,"172cm / 5'8""",70kg / 154lb,RM,25
85,91,83,77,76,82,63,RB,Right,"178cm / 5'10""",69kg / 152lb,RM,31
65,83,55,46,89,75,90,CB,Right,"190cm / 6'3""",85kg / 187lb,,25
77,76,69,69,89,80,81,ST,Right,"181cm / 5'11""",77kg / 170lb,,24
79,79,75,77,78,82,75,RB,Right,"182cm / 6'0""",78kg / 172lb,,35
55,57,55,55,69,36,68,GK,Right,"187cm / 6'2""",82kg / 181lb,,27
39,73,34,47,81,58,90,CB,Right,"191cm / 6'3""",91kg / 201lb,,30
95,89,93,92,72,63,73,LW,Right,"173cm / 5'8""",77kg / 170lb,"RW, LM",22
75,70,67,69,77,90,75,CM,Right,"183cm / 6'0""",86kg / 190lb,CAM,25
70,52,72,81,79,87,67,CDM,Right,"178cm / 5'10""",77kg / 170lb,CM,31
78,78,74,73,80,81,73,LB,Left,"175cm / 5'9""",79kg / 174lb,,26
26,28,33,34,59,28,62,GK,Right,"196cm / 6'5""",85kg / 187lb,,29
82,79,88,84,77,75,62,LW,Right,"181cm / 5'11""",70kg / 154lb,"ST, LM",24
73,71,79,82,60,62,50,RM,Left,"177cm / 5'10""",70kg / 154lb,"CAM, CM, RW",30
71,71,69,62,79,89,88,CM,Right,"185cm / 6'1""",74kg / 163lb,CDM,29
70,72,68,71,84,72,77,RB,Right,"187cm / 6'2""",83kg / 183lb,,26
81,77,75,76,81,77,64,LB,Left,"172cm / 5'8""",70kg / 154lb,,29
68,68,69,68,72,89,75,CM,Right,"186cm / 6'1""",73kg / 161lb,CDM,26
85,82,81,72,77,84,70,LM,Left,"177cm / 5'10""",72kg / 159lb,"LB, LW",29
75,87,64,62,86,75,81,CB,Right,"188cm / 6'2""",77kg / 170lb,"RB, LB",27
83,86,80,78,79,73,52,RW,Left,"180cm / 5'11""",72kg / 159lb,"RM, LW",26
68,44,78,83,63,84,67,CAM,Right,"176cm / 5'9""",72kg / 159lb,"CM, ST",32
74,65,79,77,65,70,65,LM,Right,"180cm / 5'11""",80kg / 176lb,"CAM, LW",31
52,55,61,50,82,80,88,CB,Right,"187cm / 6'2""",79kg / 174lb,CDM,32
86,87,83,78,87,77,75,ST,Right,"178cm / 5'10""",78kg / 172lb,,27
69,74,83,71,76,89,75,CM,Right,"185cm / 6'1""",68kg / 150lb,CAM,25
87,88,77,77,76,87,68,RB,Right,"178cm / 5'10""",67kg / 148lb,,21
83,80,81,75,78,83,67,LB,Left,"180cm / 5'11""",73kg / 161lb,LM,23
75,58,78,78,68,77,65,CM,Right,"175cm / 5'9""",72kg / 159lb,CDM,26
40,59,52,48,81,77,88,CB,Right,"188cm / 6'2""",83kg / 183lb,CDM,33
63,65,64,65,73,82,75,CDM,Right,"187cm / 6'2""",80kg / 176lb,CM,34
65,65,60,74,76,87,82,CDM,Right,"185cm / 6'1""",77kg / 170lb,CM,25
52,49,59,62,71,79,78,CDM,Right,"187cm / 6'2""",84kg / 185lb,CM,29
85,85,69,62,92,85,80,CB,Right,"185cm / 6'1""",73kg / 161lb,,25
29,27,24,24,58,19,58,GK,Right,"190cm / 6'3""",80kg / 176lb,,25
85,77,90,87,70,77,57,CM,Left,"171cm / 5'7""",66kg / 146lb,LM,28
57,54,65,30,74,32,75,GK,Right,"188cm / 6'2""",79kg / 174lb,,29
70,68,80,80,71,67,69,CAM,Left,"177cm / 5'10""",68kg / 150lb,CM,28
48,43,40,54,80,58,80,CB,Right,"183cm / 6'0""",81kg / 179lb,CDM,34
37,37,33,33,81,66,89,CB,Right,"193cm / 6'4""",100kg / 220lb,,31
82,85,77,71,88,83,75,LB,Left,"180cm / 5'11""",73kg / 161lb,CB,30
76,74,81,72,65,74,60,CAM,Left,"178cm / 5'10""",70kg / 154lb,CM,25
34,36,47,49,69,74,82,CDM,Left,"194cm / 6'4""",85kg / 187lb,CM,36
87,82,90,79,81,80,71,RW,Left,"171cm / 5'7""",75kg / 165lb,"ST, RM",25
69,77,62,67,83,69,81,CB,Left,"184cm / 6'0""",77kg / 170lb,,25
33,36,50,33,64,36,72,GK,Right,"197cm / 6'6""",86kg / 190lb,,32
72,64,73,90,47,72,33,CAM,Right,"169cm / 5'7""",61kg / 134lb,ST,37
82,85,78,78,88,88,75,RB,Right,"181cm / 5'11""",73kg / 161lb,,28
40,64,42,34,82,71,91,ST,Left,"194cm / 6'4""",92kg / 203lb,,30
68,68,77,72,67,78,65,LM,Right,"179cm / 5'10""",73kg / 161lb,"RM, CM, LW",31
83,79,81,82,67,78,34,RB,Right,"172cm / 5'8""",60kg / 132lb,RM,38
87,85,88,87,70,73,64,LM,Left,"175cm / 5'9""",69kg / 152lb,"RM, CAM, LW",27
49,46,34,58,70,39,74,GK,Right,"193cm / 6'4""",86kg / 190lb,,27
68,69,72,53,75,83,75,CM,Right,"188cm / 6'2""",82kg / 181lb,CAM,29
76,75,71,77,82,86,81,ST,Right,"186cm / 6'1""",78kg / 172lb,,25
81,79,89,88,53,75,40,RW,Left,"171cm / 5'7""",65kg / 143lb,RM,31
51,45,67,57,66,71,72,CM,Right,"184cm / 6'0""",78kg / 172lb,CDM,36
48,86,48,47,79,67,83,CB,Right,"192cm / 6'4""",75kg / 165lb,,30
77,68,85,85,71,84,70,CDM,Right,"175cm / 5'9""",69kg / 152lb,CM,31
89,89,93,90,77,77,72,LM,Right,"173cm / 5'8""",67kg / 148lb,LW,27
69,84,61,55,88,68,88,CB,Right,"187cm / 6'2""",81kg / 179lb,,28
55,70,62,47,83,50,87,CB,Right,"186cm / 6'1""",79kg / 174lb,,31
66,55,85,90,61,72,62,CAM,Right,"172cm / 5'8""",69kg / 152lb,CM,32
38,47,57,47,64,31,65,GK,Right,"189cm / 6'2""",88kg / 194lb,,37
35,38,45,42,72,81,90,CDM,Right,"187cm / 6'2""",79kg / 174lb,CAM,32
73,77,64,64,88,76,81,CB,Right,"187cm / 6'2""",82kg / 181lb,RB,24
84,78,86,80,73,82,61,CAM,Left,"174cm / 5'9""",60kg / 132lb,RM,25
79,77,74,65,80,80,80,ST,Right,"185cm / 6'1""",83kg / 183lb,,32
41,52,52,53,80,68,86,CB,Right,"188cm / 6'2""",81kg / 179lb,,31
74,87,54,55,89,73,82,CB,Right,"190cm / 6'3""",88kg / 194lb,,24
76,78,74,67,91,76,81,ST,Right,"187cm / 6'2""",76kg / 168lb,,28
87,81,84,78,85,72,69,LW,Right,"184cm / 6'0""",77kg / 170lb,"RW, ST, LM",24
80,84,75,80,83,90,73,RB,Right,"175cm / 5'9""",64kg / 141lb,,32
30,34,20,20,60,35,82,GK,Right,"198cm / 6'6""",103kg / 227lb,,34
76,72,77,75,90,77,77,ST,Right,"185cm / 6'1""",84kg / 185lb,,28
36,53,58,39,75,90,76,CAM,Right,"195cm / 6'5""",77kg / 170lb,CM,32
74,76,75,82,77,83,78,CM,Right,"177cm / 5'10""",67kg / 148lb,CDM,31
93,89,78,76,85,81,64,LM,Right,"180cm / 5'11""",76kg / 168lb,"ST, LW",28
67,73,67,65,84,86,81,CDM,Right,"188cm / 6'2""",78kg / 172lb,CM,24
33,34,63,67,75,69,80,CB,Right,"186cm / 6'1""",81kg / 179lb,,35
89,93,84,84,88,86,84,RM,Right,"186cm / 6'1""",80kg / 176lb,"LM, LB, RW",24
80,78,74,84,80,84,75,CM,Right,"178cm / 5'10""",68kg / 150lb,CDM,18
75,75,75,76,84,92,87,CDM,Right,"184cm / 6'0""",83kg / 183lb,CM,28
72,71,88,84,67,82,64,CAM,Right,"172cm / 5'8""",70kg / 154lb,ST,32
76,73,82,78,61,67,63,RM,Left,"181cm / 5'11""",65kg / 143lb,"CAM, RW",31
75,80,74,74,85,80,81,CB,Right,"181cm / 5'11""",73kg / 161lb,,27
96,96,86,82,90,80,67,LM,Left,"180cm / 5'11""",77kg / 170lb,"RM, ST, LW",22
55,77,52,49,81,69,76,CB,Left,"190cm / 6'3""",76kg / 168lb,,28
85,84,81,77,77,79,65,LB,Left,"180cm / 5'11""",70kg / 154lb,LM,23
34,33,44,50,73,33,79,CB,Right,"190cm / 6'3""",82kg / 181lb,,39
38,42,45,38,60,35,55,GK,Right,"189cm / 6'2""",85kg / 187lb,,29
55,49,53,51,67,25,55,GK,Right,"192cm / 6'4""",83kg / 183lb,,27
74,79,71,86,92,76,86,ST,Right,"172cm / 5'8""",81kg / 179lb,"RM, LM",30
64,55,67,73,80,71,71,CB,Right,"178cm / 5'10""",77kg / 170lb,RB,35
75,74,76,69,69,76,60,LM,Right,"174cm / 5'9""",69kg / 152lb,"ST, LW",23
89,92,77,70,82,86,78,RB,Right,"183cm / 6'0""",75kg / 165lb,,26
88,85,86,69,70,67,69,RW,Left,"179cm / 5'10""",70kg / 154lb,RM,21
63,64,62,56,82,69,79,CB,Right,"187cm / 6'2""",85kg / 187lb,,25
53,52,69,83,58,73,71,CM,Right,"176cm / 5'9""",78kg / 172lb,"CDM, CAM",36
60,62,62,64,87,82,89,CB,Left,"185cm / 6'1""",80kg / 176lb,LB,30
81,78,75,81,89,83,82,LB,Left,"181cm / 5'11""",80kg / 176lb,,34
79,66,82,75,60,69,63,RW,Left,"182cm / 6'0""",75kg / 165lb,"CAM, RM",32
82,78,76,90,75,62,79,LW,Right,"178cm / 5'10""",78kg / 172lb,LM,26
73,72,71,74,75,81,68,LB,Left,"185cm / 6'1""",78kg / 172lb,,32
45,47,50,40,66,32,64,GK,Right,"193cm / 6'4""",88kg / 194lb,,33
85,80,84,83,81,84,76,RB,Right,"178cm / 5'10""",76kg / 168lb,,24
65,65,74,80,68,72,57,CAM,Right,"180cm / 5'11""",75kg / 165lb,CM,35
64,77,34,43,83,72,78,CB,Left,"195cm / 6'5""",74kg / 163lb,,22
82,88,65,88,92,60,92,ST,Right,"180cm / 5'11""",78kg / 172lb,,22
28,25,41,28,65,37,77,GK,Right,"199cm / 6'6""",90kg / 198lb,,24
82,86,83,74,81,80,73,ST,Right,"183cm / 6'0""",76kg / 168lb,CAM,25
76,77,73,70,68,86,68,RB,Right,"185cm / 6'1""",74kg / 163lb,RM,27
73,72,70,66,84,86,68,ST,Right,"178cm / 5'10""",70kg / 154lb,,25
64,65,60,52,85,78,78,CB,Right,"194cm / 6'4""",82kg / 181lb,,29
69,58,77,78,58,76,60,CM,Right,"179cm / 5'10""",70kg / 154lb,CAM,28
73,79,71,71,73,79,68,LB,Left,"181cm / 5'11""",77kg / 170lb,,27
51,61,71,86,52,73,65,CDM,Right,"170cm / 5'7""",68kg / 150lb,CM,33
32,32,41,55,75,67,86,CB,Left,"188cm / 6'2""",89kg / 196lb,,40
70,69,78,66,77,83,68,CAM,Left,"192cm / 6'4""",79kg / 174lb,ST,23
58,68,59,72,78,91,79,CM,Right,"185cm / 6'1""",76kg / 168lb,"CDM, CB",33
79,88,90,81,74,66,62,RW,Left,"172cm / 5'8""",65kg / 143lb,RM,28
69,69,70,72,78,86,77,ST,Right,"185cm / 6'1""",84kg / 185lb,LM,26
90,91,88,81,76,77,62,LB,Right,"173cm / 5'8""",68kg / 150lb,RB,23
78,83,73,70,87,70,81,ST,Right,"180cm / 5'11""",75kg / 165lb,,27
85,81,83,79,72,86,58,LM,Right,"170cm / 5'7""",69kg / 152lb,"LB, LW",24
76,70,72,78,80,80,69,LB,Left,"178cm / 5'10""",74kg / 163lb,,31
35,38,44,43,66,40,72,GK,Right,"188cm / 6'2""",84kg / 185lb,,30
48,64,43,40,82,71,88,CB,Right,"190cm / 6'3""",86kg / 190lb,RB,26
73,77,68,65,88,77,82,CB,Right,"182cm / 6'0""",81kg / 179lb,,30
63,67,70,67,71,72,76,CDM,Right,"180cm / 5'11""",73kg / 161lb,CM,24
33,47,34,38,77,70,84,CB,Right,"192cm / 6'4""",88kg / 194lb,,32
72,74,69,69,88,75,77,ST,Left,"177cm / 5'10""",70kg / 154lb,,24
87,84,92,90,53,73,39,RW,Left,"168cm / 5'6""",65kg / 143lb,"LW, ST, RM",25
83,82,92,80,77,66,63,LM,Right,"178cm / 5'10""",73kg / 161lb,"LW, CAM",31
77,69,83,69,72,68,64,CAM,Right,"184cm / 6'0""",78kg / 172lb,"CM, LW",24
60,67,58,56,82,70,77,RB,Right,"180cm / 5'11""",71kg / 157lb,CB,30
74,75,78,76,84,94,75,CM,Right,"181cm / 5'11""",75kg / 165lb,CAM,25
29,36,34,38,63,28,72,GK,Right,"195cm / 6'5""",87kg / 192lb,,31
66,64,73,80,57,65,59,CAM,Right,"177cm / 5'10""",76kg / 168lb,LM,32
87,79,89,85,66,78,49,LM,Right,"181cm / 5'11""",70kg / 154lb,"LW, CAM",26
89,88,87,93,57,71,32,LM,Left,"167cm / 5'6""",61kg / 134lb,"CAM, LW",31
88,84,87,88,60,77,47,LM,Right,"180cm / 5'11""",72kg / 159lb,"RM, LW",20
77,73,73,72,89,77,80,CB,Right,"185cm / 6'1""",70kg / 154lb,RB,24
77,73,83,79,72,78,66,CAM,Right,"179cm / 5'10""",72kg / 159lb,RM,24
74,67,73,74,58,84,61,CAM,Left,"170cm / 5'7""",65kg / 143lb,RM,31
77,80,75,70,81,68,76,ST,Left,"182cm / 6'0""",69kg / 152lb,,23
71,61,74,73,64,78,56,CM,Right,"176cm / 5'9""",73kg / 161lb,"LM, RM",30
82,80,84,82,82,90,76,CM,Right,"174cm / 5'9""",66kg / 146lb,CDM,19
76,69,71,67,88,87,76,LB,Left,"183cm / 6'0""",76kg / 168lb,LM,30
82,83,85,75,75,67,60,RM,Left,"181cm / 5'11""",70kg / 154lb,"ST, LM, RW",22
75,75,77,73,89,80,82,ST,Right,"188cm / 6'2""",80kg / 176lb,,28
54,57,66,59,84,54,84,ST,Right,"191cm / 6'3""",90kg / 198lb,,30
55,56,61,56,68,32,64,GK,Right,"188cm / 6'2""",85kg / 187lb,,27
80,80,78,75,68,84,54,RM,Right,"180cm / 5'11""",70kg / 154lb,RW,28
78,76,67,70,86,69,78,CB,Left,"188cm / 6'2""",84kg / 185lb,LB,25
82,84,75,77,89,76,76,ST,Right,"187cm / 6'2""",78kg / 172lb,,23
68,68,76,72,68,82,72,CM,Right,"185cm / 6'1""",75kg / 165lb,CAM,23
76,74,74,81,90,63,79,ST,Right,"181cm / 5'11""",85kg / 187lb,,26
74,73,77,82,60,68,64,RW,Left,"176cm / 5'9""",75kg / 165lb,"CAM, CM, RM",29
81,82,63,60,89,74,77,CB,Right,"187cm / 6'2""",88kg / 194lb,RB,28
55,73,61,53,80,66,79,CB,Right,"191cm / 6'3""",85kg / 187lb,,28
59,68,57,53,82,70,88,CB,Left,"183cm / 6'0""",85kg / 187lb,LB,31
66,68,72,58,87,86,91,CM,Left,"188cm / 6'2""",76kg / 168lb,CDM,31
77,76,80,75,72,67,61,RW,Left,"184cm / 6'0""",75kg / 165lb,"CAM, RM",32
86,79,88,84,71,80,65,LW,Right,"179cm / 5'10""",69kg / 152lb,"CAM, LM",25
92,93,89,89,66,85,56,RB,Right,"174cm / 5'9""",67kg / 148lb,,30
75,74,85,87,71,73,59,CAM,Left,"173cm / 5'8""",66kg / 146lb,"CM, RW",23
64,61,72,65,70,90,72,CDM,Right,"186cm / 6'1""",70kg / 154lb,CM,31
67,71,69,68,83,84,76,CDM,Right,"184cm / 6'0""",85kg / 187lb,CM,31
68,75,69,75,87,83,76,CDM,Right,"179cm / 5'10""",70kg / 154lb,"CM, CB",29
62,74,63,62,85,66,78,CB,Right,"189cm / 6'2""",85kg / 187lb,,28
44,47,45,48,68,32,71,GK,Right,"190cm / 6'3""",84kg / 185lb,,32
55,53,49,56,55,31,39,GK,Left,"188cm / 6'2""",82kg / 181lb,,37
89,87,90,90,68,70,55,RW,Left,"172cm / 5'8""",62kg / 137lb,"LW, ST, RM",24
65,64,67,62,76,36,73,GK,Left,"184cm / 6'0""",81kg / 179lb,,33
45,52,40,57,60,42,52,GK,Left,"189cm / 6'2""",77kg / 170lb,,29
71,69,70,68,84,63,76,CB,Left,"184cm / 6'0""",73kg / 161lb,,21
82,86,77,71,74,64,68,RW,Left,"187cm / 6'2""",77kg / 170lb,"ST, LW, RM",26
53,65,45,33,73,37,75,GK,Right,"197cm / 6'6""",90kg / 198lb,,26
88,85,86,86,70,74,52,LB,Left,"178cm / 5'10""",63kg / 139lb,,22
85,80,75,81,81,71,70,RB,Right,"172cm / 5'8""",70kg / 154lb,LB,27
52,53,62,40,72,34,75,GK,Right,"192cm / 6'4""",84kg / 185lb,,31
86,91,90,82,80,75,68,ST,Right,"183cm / 6'0""",81kg / 179lb,LW,25
82,78,75,66,82,78,66,RB,Right,"182cm / 6'0""",72kg / 159lb,CB,21
86,87,64,76,92,80,81,LB,Right,"185cm / 6'1""",81kg / 179lb,RB,31
68,83,54,48,87,66,89,ST,Right,"192cm / 6'4""",88kg / 194lb,,27
70,72,73,74,85,66,72,ST,Right,"182cm / 6'0""",74kg / 163lb,,27
70,75,66,64,86,77,82,CB,Right,"182cm / 6'0""",81kg / 179lb,,30
82,77,84,87,73,93,70,CDM,Left,"178cm / 5'10""",74kg / 163lb,CM,31
57,62,80,70,69,80,71,CM,Right,"178cm / 5'10""",71kg / 157lb,CAM,30
63,53,42,33,87,77,84,CB,Right,"195cm / 6'5""",90kg / 198lb,,26
84,74,89,87,69,74,58,CAM,Right,"172cm / 5'8""",67kg / 148lb,"RM, LM",29
55,72,34,46,83,62,86,CB,Left,"196cm / 6'5""",77kg / 170lb,,31
79,69,76,78,76,80,66,LB,Left,"180cm / 5'11""",71kg / 157lb,LM,27
80,78,83,79,74,76,60,LB,Left,"179cm / 5'10""",68kg / 150lb,,31
68,69,75,73,67,85,75,CM,Right,"177cm / 5'10""",69kg / 152lb,CDM,29
55,55,71,65,73,81,77,CDM,Right,"184cm / 6'0""",76kg / 168lb,CM,25
82,82,87,85,67,87,60,CAM,Right,"173cm / 5'8""",71kg / 157lb,ST,29
76,78,65,65,85,79,79,RB,Right,"187cm / 6'2""",84kg / 185lb,CB,26
46,42,32,39,68,35,70,GK,Right,"191cm / 6'3""",93kg / 205lb,,30
92,94,88,73,69,82,66,LM,Right,"179cm / 5'10""",62kg / 137lb,LW,26
68,69,74,82,74,85,73,CM,Left,"188cm / 6'2""",77kg / 170lb,"CAM, CDM",23
52,51,32,51,74,35,72,GK,Right,"190cm / 6'3""",85kg / 187lb,,30
80,76,80,79,80,66,58,LM,Right,"178cm / 5'10""",72kg / 159lb,"RM, CAM, LW",31
57,56,53,30,63,30,52,GK,Right,"188cm / 6'2""",77kg / 170lb,,31
64,72,68,65,69,86,65,CM,Left,"187cm / 6'2""",77kg / 170lb,"CDM, CAM",27
40,43,45,34,67,37,73,GK,Right,"194cm / 6'4""",88kg / 194lb,,24
65,69,48,53,86,77,86,CB,Left,"194cm / 6'4""",79kg / 174lb,,31
77,76,79,79,52,70,32,LM,Right,"172cm / 5'8""",60kg / 132lb,"LW, RM",21
87,84,75,76,77,81,62,LM,Right,"181cm / 5'11""",79kg / 174lb,"LW, ST",28
77,75,77,75,89,85,79,ST,Right,"185cm / 6'1""",82kg / 181lb,,23
87,89,79,71,82,81,73,LB,Left,"182cm / 6'0""",70kg / 154lb,,27
82,80,86,83,60,70,59,CAM,Left,"171cm / 5'7""",67kg / 148lb,CM,29
46,35,53,56,76,75,83,CDM,Right,"183cm / 6'0""",83kg / 183lb,CM,32
68,63,74,88,71,82,77,CDM,Right,"172cm / 5'8""",67kg / 148lb,CM,29
48,45,34,40,66,32,67,GK,Right,"188cm / 6'2""",81kg / 179lb,,32
56,52,58,50,72,42,73,GK,Right,"189cm / 6'2""",84kg / 185lb,,32
78,73,76,77,73,83,78,RB,Right,"183cm / 6'0""",82kg / 181lb,LB,26
72,68,75,72,73,83,71,CDM,Right,"184cm / 6'0""",70kg / 154lb,CM,22
61,69,61,59,87,61,85,ST,Right,"195cm / 6'5""",85kg / 187lb,,25
61,76,62,34,79,73,76,CB,Right,"191cm / 6'3""",85kg / 187lb,,24
79,89,74,69,93,78,83,ST,Right,"195cm / 6'5""",85kg / 187lb,,21
81,79,87,87,71,83,55,LB,Left,"170cm / 5'7""",67kg / 148lb,,33
70,83,66,60,87,78,85,CB,Right,"190cm / 6'3""",79kg / 174lb,RB,23
51,51,48,38,63,31,58,GK,Right,"188cm / 6'2""",90kg / 198lb,,33
49,51,34,48,82,87,83,CDM,Right,"192cm / 6'4""",86kg / 190lb,CM,29
86,89,78,68,80,69,67,LM,Right,"186cm / 6'1""",75kg / 165lb,"LB, LW",31
78,81,57,58,83,83,83,CB,Right,"187cm / 6'2""",82kg / 181lb,,20
40,42,41,45,63,33,60,GK,Right,"193cm / 6'4""",78kg / 172lb,,34
81,83,72,71,86,75,75,ST,Right,"184cm / 6'0""",71kg / 157lb,LM,27
78,82,76,74,76,77,71,LB,Left,"180cm / 5'11""",73kg / 161lb,,27
86,70,80,82,86,78,82,CM,Right,"179cm / 5'10""",71kg / 157lb,"CAM, CDM",23
78,78,73,74,84,74,82,CB,Right,"179cm / 5'10""",78kg / 172lb,,23
57,64,59,66,82,77,78,CB,Right,"185cm / 6'1""",75kg / 165lb,,33
